"Company","CDM","Status","Type","Geography","Public/ Private","Asset Types","PE AUM (billions)","RE AUM (billions)","Number of Sites","Rank","Tier","HQ Region","Frameworks","Notes","","BFO Company ID","BFO Company Name","Zoom Company ID","Zoom Company Name","Zoom Webiste","Email Domain","Contacts","Contact Types","Salesperson Tiered List","Status","","","","","PE OR RE","Tier List","","","","",""
"Lee & Associates LA North/Ventura Inc.","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"PROMOTORA Y URBANIZADORA SANTA FE","Dan Baldauf","Inside Sales","","","","Multifamily","","","","Missing Data","Not on Target List","North America","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Prospect Ridge","Dan Baldauf","Inside Sales","Asset Management Firm","NAM","Private","Multifamily","","","","Missing Data","Not on Target List","North America","GRESB, -","-","","","","464000000","PROSPECT RIDGE ADVISORS, LLC","www.prospectridge.com/","","0","-","#N/A","#N/A","","","","","","0","","","","",""
"LEG Immobilien SE","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"LEGACY HOUSING","","","","","","","","","","Missing Data","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Legal & General","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","London","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Legan Development Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Legg Mason","Not targeting opportunity size","Hold Off","","","Public","","","","946","Not Targeting","Not on Target List","North America","-","-","","","Legg Mason Inc.","1157898197","Franklin Templeton Investments Corp","www.franklintempleton.ca","firstname.lastname@franklintempleton.ca","0","","#N/A","#N/A","","","","","","0","","","","",""
"Leggatt McCall Properties","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Leiters (a WCAS co.)","Dan Baldauf","Qualifying","Portfolio Company","","","","","","","Missing Data","Not on Target List","North America","-","","","","Leiters, Inc. - Headquarters","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Lend Lease","Not targeting hq not NAM","Hold Off","Developer","Global","Public","","","50","100","Not Targeting","Not on Target List","Australia","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"LendInvest Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","","","","Not Targeting","Not on Target List","London","-","","","","","","","","","0","","#N/A","#N/A","","","","","#N/A","0","","","","",""
"LendLease Investment Management","Not targeting hq not NAM","Lost - Not Sold","Asset Management Firm","","","","","24","","Not Targeting","Not on Target List","Sydney","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","#N/A","0","","","","",""
"Lennar Corp.","Dan Baldauf","Inside Sales","","","","","","","","","Tier 2","","","","","","","","","","","0","","Dan Baldauf","TRUE","","","","","","","","","","",""
"Lennar Corporation","Not targeting opportunity size","Hold Off","Developer","","","","","","","Not Targeting","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Lennox Capital Partners","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Australia","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Provident Realty Advisors","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Multifamily","","","200","03","Not on Target List","North America","-","-","","","Provident Realty Advisors, Inc.","41616209","Provident Realty Advisors Inc","www.providentrealty.net","","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Leonard Green & Partners (LGP) (BX-PC)","Kendal Etling","","","","","","","","","","Tier 2","","","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","","","","","",""
"Lerner Enterprises","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Levande","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"PSP Investments","Dan Baldauf","Inside Sales","","","","Multifamily","","","","Missing Data","Not on Target List","North America","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Qualico Properties","Dan Baldauf","Inside Sales","Owner Operator","","","Multifamily","","","","Missing Data","Not on Target List","North America","-","Qualico Properties lists a residential rental tower, The Switch at Station Lands, offering studio to 3-bedroom apartments, indicating involvement in multifamily residential properties.","","","Qualico Properties","","Qualico Properties","www.qualicoproperties.com","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Lexington Realty Trust","Dan Baldauf","Old Client","Owner Operator","NAM","Private","Industrial","","3","50","03","Not on Target List","","-","Contact wont respond to their emails.  Ben Manna is taking over one site from us.  JLL is the third party manager.  ","","","","109216792","Lexington Realty Trust","","lmoore@lxp.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"LFM Capital","Cristy House","Hold Off","","","","","","","","Missing Data","Tier 3","","-","","","","","","","","","0","","N/A","TRUE","","","","","","0","","","","",""
"LGI HOMES","Not targeting opportunity size","Hold Off","Developer","","","","","","","Not Targeting","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"LGIM Real Assets","Not targeting hq not NAM","Hold Off","Asset Management Firm","Global","Public","","","38","100","Not Targeting","Not on Target List","England","GRESB, -","","","","","","","www.lgima.com/","","0","","#N/A","#N/A","","","","","#N/A","0","","","","",""
"LH Charney & Associates","Not targeting opportunity size","Hold Off","Owner Operator","State/Regional","","Office","","","2","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"LHC Asset and Project Managers Pvt Ltd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"LHI Leasing GmbH","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Liberty Mutual","Dan Baldauf","Qualifying","Other","","","","","","","Missing Data","Tier 2","","-","","","","LIBERTY MUTUAL","","","","","0","","Sam Ouimet","FALSE","","","","","","0","","","","",""
"Liberty Property Trust (a Prologis Co.)","Not target because of company owner","Hold Off","Owner Operator","Global","Public","Office, Industrial","","101.07993","500","Not Targeting","Not on Target List","North America","-","has commited to SBT @ 1.5 degrees","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Quarterra","Dan Baldauf","Inside Sales","Developer","NAM","Private","Multifamily","","","11","02","Not on Target List","North America","GRESB, -","-","","","","457689620","Quarterra","www.quarterra.com","firstname.lastname@quarterra.com","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Liberty Two° Degrees","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Ram Realty Advisors","Dan Baldauf","Inside Sales","Asset Management Firm","NAM","Private","Multifamily, Retail/Mixed Use","","2","50","03","Not on Target List","","-","","","","","88180509","Ram Realty Services","","","0","-","#N/A","#N/A","","","","","#N/A","0","","","","",""
"LifeWay Christian Stores","","","","","","Retail","","","","Missing Data","Not on Target List","","-","Old Client - They are closing all stores","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"LiftWerx (a Towerbrook co.)","","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"LightEdge Solutions","Kendal Etling","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"RCG Ventures","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Retail/Mixed Use","","1.5","190","04","Not on Target List","North America","-","","","","","","","","","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Lightstone Group","Not targeting opportunity size","Hold Off","Owner Operator","NAM","Private","Diversified","","","176","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Realstar","Dan Baldauf","Inside Sales","Owner Operator","Global","Private","Multifamily","","","","Missing Data","Not on Target List","North America","GRESB, -","-","","","Realstar","32292958","Realstar","www.realstar.ca","firstname.lastname@realstar.ca","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Lillibridge Healthcare Services (a Ventas Co.)","","Hold Off","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Lincoln Center for Performing Arts","Not targeting opportunity size","Hold Off","Owner Operator","","","Other","","","","Not Targeting","Not on Target List","","-","Arts Center","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Lincoln Financial Group","Gretchen Bisig","","","","","","","","","Missing Data","Tier 1","","-","","","","","","","","","0","","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Lincoln International","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Redbrick","Dan Baldauf","Inside Sales","Owner Operator","","","Multifamily","","","","Missing Data","Not on Target List","North America","-","-","","","","1131200943","Redbrick Partners LLC","www.redbricklmd.com","firstinitiallastname@redbricklmd.com","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Lincoln Property Group","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","Lincoln Property Co","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Linden","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"REDICO (Real Estate Development and Investment Company)","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Multifamily","","","8","00","Not on Target List","North America","-","","","","","66863790","Redico","","","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Redwood Grove Capital","Dan Baldauf","Inside Sales","Asset Management Firm","","","","","","","Missing Data","Not on Target List","North America","NZAM, -","-","","","","444531751","Redwood Grove Capital LLC","","firstinitiallastname@redwoodgrovecap.com","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Lindsell Train Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","United Kingdom","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Lineage Capital","Cristy House","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Lineage Logistics (a Bay Grove Co.)","Dan Baldauf","Qualifying","Owner Operator","Global","Private","Light Industrial/Logistics","","100","500","11","Tier 2","North America","-","Watershed client","","","Lineage Logistics","348124579","Lineage Inc","www.lineagelogistics.com/","firstinitiallastname@lineagelogistics.com","0","","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Lingerfelt CommonWealth Partners","","Hold Off","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Link Asset Management Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Link Real Estate Investment Trust (a Blackstone Co.)","Dan Baldauf","Client","Owner Operator","","","Light Industrial/Logistics","","","500","Missing Data","Not on Target List","","GRESB, CDP, SBT, -","European focused","","","","","","","vgomezderamos@linklogistics.com","0","","#N/A","#N/A","","","","","","0","","","","",""
